,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Latitude,Longitude
46634,ELEC,CITY OF SB EV2 GRANADA EV 12,22 E Victoria St,Santa Barbara,CA,93101,34.424608,-119.704625
46635,ELEC,CITY OF SB EV2 GRANADA EV 16,22 E Victoria St,Santa Barbara,CA,93101,34.424603,-119.704641
46636,ELEC,CITY OF SB EV2 GRANADA EV 5,21 E Anapamu St,Santa Barbara,CA,93101,34.424334,-119.704199
46637,ELEC,CITY OF SB EV2 GRANADA EV 7,21 E Anapamu St,Santa Barbara,CA,93101,34.424264,-119.704135
46638,ELEC,CITY OF SB EV2 GRANADA EV 6,21 E Anapamu St,Santa Barbara,CA,93101,34.424291,-119.704163
46639,ELEC,CITY OF SB EV2 GRANADA EV 10,1506 E Mountain Dr,Santa Barbara,CA,93108,34.42453,-119.704527
46640,ELEC,CITY OF SB EV2 GRANADA EV 9,1506 E Mountain Dr,Santa Barbara,CA,93108,34.424486,-119.704478
46648,ELEC,CI&S COUNTRY INN #2,3100 S 192nd St,SeaTac,WA,98188,47.43163,-122.29393
46649,ELEC,LONG BEACH AQUARIUM 01,99 Golden Shore,Long Beach,CA,90802,33.763641,-118.196644
46650,ELEC,LONG BEACH AQUARIUM 02,99 Golden Shore,Long Beach,CA,90802,33.763532,-118.196624
46651,ELEC,BOULDER CARPENTER PARK1,1505 30th St,Boulder,CO,80303,40.013092,-105.25503
46652,ELEC,ECG JUSTICE CTR 2,955 Chambers Ave,Eagle,CO,81631,39.66393,-106.816901
46653,ELEC,CITY OF LH LA HABRA 1,110 E. La Habra Blvd,La Habra,CA,90631,33.930979,-117.945024
46654,ELEC,CORONA GATEWAY STATION #2,4740 Green River Rd,Corona,CA,92880,33.877599,-117.660054
46655,ELEC,UDR SHOP 2,355 Berry St,San Francisco,CA,94158,37.772625,-122.397165
46656,ELEC,UDOT  HQ WEST,4501 South 2700 West,Taylorsville,UT,84119,40.67185,-111.956755
46672,ELEC,DC CORRIDOR KC SHOPS DC3,560 Canal St,King City,CA,93930,36.20536,-121.132932
46673,ELEC,DC CORRIDOR KC SHOPS DC2,560 Canal St,King City,CA,93930,36.205384,-121.132913
46674,ELEC,DC CORRIDOR LODI TARGET DC2,2310 Tienda Dr,Lodi,CA,95242,38.116879,-121.303011
46675,ELEC,DC CORRIDOR LODI TARGET DC1,2355 W Kettleman Ln,Lodi,CA,95242,38.116911,-121.303007
46682,ELEC,COUNTY CIVIC LOT 2,801 N. First Street,San Jose,CA,95110,37.351377,-121.904387
46683,ELEC,COUNTY CIVIC LOT 1,801 N. First Street,San Jose,CA,95110,37.352174,-121.903634
46686,ELEC,STATE OF UTAH CASTLE DALE 1,70 N 100 E,Castle Dale,UT,84513,39.212738,-111.01731
46687,ELEC,DC CORRIDOR TRACYTARGET DC2,2800 Naglee Rd,Tracy,CA,95304,37.756805,-121.45868
46688,ELEC,DC CORRIDOR TRACYTARGET DC1,2800 Naglee Rd,Tracy,CA,95304,37.756814,-121.458596
46689,ELEC,IP1 INNOVATION 2A,1557 W Innovation Way,Lehi,UT,84043,40.431007,-111.8746
46690,ELEC,IP1 INNOVATION 2D,1557 W Innovation Way,Lehi,UT,84043,40.430116,-111.874571
46691,ELEC,IP1 INNOVATION 2C,1557 W Innovation Way,Lehi,UT,84043,40.430116,-111.874807
46692,ELEC,ES1 ES2,144A Co Rd 105,Salida,CO,81201,38.523566,-105.983918
46698,ELEC,CC STATION1 OREM CITY DC 2,97 E Center St,Orem,UT,84057,40.29816,-111.6929
46699,ELEC,FORT LEWIS CHAPEL 2,2 Rim Dr,Durango,CO,81301,37.275375,-107.871956
46702,ELEC,CITY OF ZILLAH P&R SOUTH,113 1st Ave,Zillah,WA,98953,46.405006,-120.270737
46703,ELEC,IRVINE COMPANY ISC NORDSTROM 4,860 Spectrum Center Dr,Irvine,CA,92618,33.649403,-117.743962
46709,ELEC,"BELLEVUECOLLEGE BC SSC,U BLDG3",3000 Landerholm Cir SE,Bellevue,WA,98007,47.584483,-122.148539
46710,ELEC,JLRLV PUBLIC EAST AC,6425 Roy Horn Way,Las Vegas,NV,89118,36.065799,-115.23163
46752,ELEC,KGIP BELL SOUTH STATION 5,316 116th Ave NE,Bellevue,WA,98114,47.612704,-122.185139
46753,ELEC,KGIP BELL SOUTH STATION 4,316 116th Ave NE,Bellevue,WA,98114,47.612706,-122.18514
46754,ELEC,KGIP BELL SOUTH STATION 3,316 116th Ave NE,Bellevue,WA,98114,47.613355,-122.185049
46756,ELEC,PARK 17 GARAGE LEVEL 2,1655 N Lafayette St,Denver,CO,80218,39.74276,-104.97114
46758,ELEC,KING COUNTY DOT KC AIRPORT 1,7259 King County Airport Access Rd,Seattle,WA,98108,47.53681,-122.303923
46765,ELEC,CENTENNIAL PARK CENTENNIAL EAST,445 San Juan St,Pagosa Springs,CO,81147,37.266051,-107.011259
46767,ELEC,CT D2 RESTAREA 1,CA-299,Douglas City,CA,96024,40.666925,-122.943789
46768,ELEC,KING COUNTY DOT KC FAUNTLEROY1,4829 SW Barton St,Seattle,WA,98136,47.523232,-122.393365
46769,ELEC,TWIN CREEKS C - TWIN CREEKS,969 E Caribbean Dr,Sunnyvale,CA,94089,37.415233,-122.000084
46770,ELEC,TWIN CREEKS D - TWIN CREEKS,969 E Caribbean Dr,Sunnyvale,CA,94089,37.415157,-121.99988
46771,ELEC,TWIN CREEKS ADA TWIN CREEKS,969 E Caribbean Dr,Sunnyvale,CA,94089,37.41531,-122.000341
46772,ELEC,LITTLE RAVEN STATION #1,1880 Little Raven St,Denver,CO,80202,39.75841,-105.002706
46786,ELEC,LAKEWOOD CITY CITY HALL 2,5050 Clark Ave,Lakewood,CA,90712,33.850252,-118.133124
46787,ELEC,"GASSER BUILDING EV-10,11",942 Hartle Ct,Napa,CA,94559,38.283589,-122.281192
46788,ELEC,"GASSER BUILDING EV-12,13",942 Hartle Ct,Napa,CA,94559,38.283579,-122.281137
46789,ELEC,"GASSER BUILDING EV-18,19",942 Hartle Ct,Napa,CA,94559,38.283495,-122.281063
46790,ELEC,"GASSER BUILDING EV-16,17",942 Hartle Ct,Napa,CA,94559,38.283526,-122.281073
46791,ELEC,"GASSER BUILDING EV-3,4",Napa Valley Vine Trail Trailhead at Hartle Co,Hartle Ct,CA,94559,38.283343,-122.280976
46792,ELEC,GASSER BUILDING EV-1,200 Hartle Ct,Napa,CA,94559,38.283411,-122.27995
46793,ELEC,UPTOWN COMMONS EV 3,6620 Atlantic Ave,Long Beach,CA,90805,33.87501,-118.185669
46794,ELEC,UPTOWN COMMONS EV 2,6620 Atlantic Ave,Long Beach,CA,90805,33.875012,-118.18575
46824,ELEC,KING COUNTY DOT TUKWILA 1,7301 Longacres Way,Tukwila,WA,98188,47.459639,-122.243793
46825,ELEC,YREKA TRUCK STATION #2,787 Montague Rd,Yreka,CA,96097,41.737487,-122.623542
46833,ELEC,KING COUNTY DOT SK P&R 5,10610 NE 38th PL,Kirkland,WA,98033,47.643474,-122.196571
46834,ELEC,KING COUNTY DOT SK P&R 2,10610 NE 38th PL,Kirkland,WA,98033,47.643579,-122.195911
46835,ELEC,KING COUNTY DOT SK P&R 3,10610 NE 38th PL,Kirkland,WA,98033,47.643585,-122.195909
46836,ELEC,THE COVE EV 181 OYSTER 2,181 Oyster Point Blvd,South San Francisco,CA,94080,37.664201,-122.390202
46837,ELEC,THE COVE EV 181 OYSTER 3,181 Oyster Point Blvd,South San Francisco,CA,94080,37.664211,-122.390191
46838,ELEC,CSG EV CR5,1380 W 6th St,Corona,CA,92882,33.877593,-117.592334
46839,ELEC,CSG EV CR3,1380 W 6th St,Corona,CA,92882,33.877588,-117.592295
46840,ELEC,CSG EV CR2,1380 W 6th St,Corona,CA,92882,33.877589,-117.592265
46850,ELEC,DC CORRIDOR SANTACLARITADC2,19307 Golden Valley Rd,Santa Clarita,CA,91321,34.392261,-118.469941
46851,ELEC,DC CORRIDOR SANTACLARITA L2,19307 Golden Valley Rd,Santa Clarita,CA,91321,34.392187,-118.469892
46852,ELEC,BMW OF DENVER STATION 03,1030 S Colorado Blvd,Denver,CO,80246,39.697924,-104.940368
46853,ELEC,EAST SILVERADO 1,7077 Vista Blvd,Sparks,NV,89436,39.619495,-119.670336
46858,ELEC,HOPE HOPE FLOWER EV3,1201 S Hope St,Los Angeles,CA,90015,34.040639,-118.264665
46859,ELEC,HOPE HOPE FLOWER EV1,1201 S Hope St,Los Angeles,CA,90015,34.040657,-118.264686
46860,ELEC,HOPE HOPE FLOWER EV2,1201 S Hope St,Los Angeles,CA,90015,34.040665,-118.264697
46861,ELEC,CLRWTR RVR CSNO STATION 1,17500 Nez Perce Rd,Lewiston,ID,83501,46.436715,-116.907519
46864,ELEC,HCP SAN DIEGO 4939 DIRECTORS1,4939 Directors Pl,San Diego,CA,92121,32.893719,-117.208563
46865,ELEC,HCP SAN DIEGO 11099 NTORREY 1,11099 N Torrey Pines Rd,San Diego,CA,92037,32.908537,-117.239674
46866,ELEC,HCP SAN DIEGO 11011 NTORREY 1,11011 N Torrey Pines Rd,San Diego,CA,92037,32.905113,-117.241467
46867,ELEC,HCP SAN DIEGO 7473 LUSK – 1,7473 Lusk Blvd,San Diego,CA,92121,32.90074,-117.216952
46868,ELEC,HCP SAN DIEGO 11025 NTORREY 1,11025 N Torrey Pines Rd,San Diego,CA,92121,32.906048,-117.243078
46869,ELEC,HCP SAN DIEGO 95TORREYANAMID,11095 Torreyana Rd,San Diego,CA,92121,32.906464,-117.237603
46870,ELEC,HCP SAN DIEGO 6195 LUSK - 1,6195 Lusk Blvd,San Diego,CA,92121,32.899464,-117.194476
46871,ELEC,HCP SAN DIEGO 10355 SURFACE,10355 Science Center Dr,San Diego,CA,92121,32.892967,-117.230085
46884,ELEC,PACIFIC POWER K-FALLS DCFC 4,Pine St N 6th Street,Klamath Falls,OR,97601,42.225017,-121.78327
46885,ELEC,PACIFIC POWER K-FALLS DCFC 3,Pine St N 6th St,Klamath Falls,OR,97601,42.224987,-121.783267
46886,ELEC,PACIFIC POWER K-FALLS DCFC 2,Pine St N 6th St,Klamath Falls,OR,97601,42.225011,-121.783291
46887,ELEC,KEAUHOUPLACE 2ND KEAUHOU L,555 South St,Honolulu,HI,96813,21.301435,-157.859869
46910,ELEC,KING COUNTY DOT ISSAQUAH P&R 7,1755 Highlands Dr NE,Issaquah,WA,98029,47.545783,-122.018483
46911,ELEC,KING COUNTY DOT ISSAQUAH P&R 4,1755 Highlands Dr NE,Issaquah,WA,98029,47.54578,-122.018474
46912,ELEC,KING COUNTY DOT ISSAQUAH P&R 3,1755 Highlands Dr NE,Issaquah,WA,98029,47.545787,-122.018479
46913,ELEC,CENTERCAL B DECK EV1,6440 Pacific Coast Hwy,Long Beach,CA,90803,33.756197,-118.110026
46917,ELEC,CITY OF AURORA MONTVIEW BLVD 1,13347 E Montview Blvd,Aurora,CO,80045,39.748019,-104.832509
46918,ELEC,SCRIPPS HEALTH B1 C-7.2,Voigt Dr & Scripps Memorial Hospital,San Diego,CA,92037,32.882989,-117.224672
46919,ELEC,SCRIPPS HEALTH B1 C-6.2,Voigt Dr & Scripps Memorial Hospital,San Diego,CA,92037,32.882935,-117.224908
46920,ELEC,SCRIPPS HEALTH L1 C-7,Voigt Dr & Scripps Memorial Hospital,San Diego,CA,92037,32.882618,-117.224524
46921,ELEC,SCRIPPS HEALTH B1 C-7.9,Voigt Dr & Scripps Memorial Hospital,San Diego,CA,92037,32.883043,-117.224631
46922,ELEC,SCRIPPS HEALTH L1 C-8.8,Voigt Dr & Scripps Memorial Hospital,San Diego,CA,92037,32.882954,-117.224628
46923,ELEC,SCRIPPS HEALTH B1 C-8.9,Voigt Dr & Scripps Memorial Hospital,San Diego,CA,92037,32.883025,-117.224551
46924,ELEC,SCRIPPS HEALTH L1 C-6,Voigt Dr & Scripps Memorial Hospital,San Diego,CA,92037,32.882715,-117.224035
46925,ELEC,SCRIPPS HEALTH L1 A.5-A6.2,Scripps Hospital Driveway,San Diego,CA,92037,32.883132,-117.224628
46926,ELEC,750 MAIN STATION #3,750 Main St,Grand Junction,CO,81501,39.067696,-108.560023
46927,ELEC,750 MAIN STATION #1,750 Main St,Grand Junction,CO,81501,39.067513,-108.560026
46938,ELEC,LONG BEACH ADMIRAL KIDD 01,2125 Santa Fe Ave,Long Beach,CA,90810,33.795525,-118.215683
46939,ELEC,HCE BUTTERMILK 2,38700 Highway 82,Aspen,CO,81611,39.207605,-106.86073
46940,ELEC,HCE BUTTERMILK 3,38700 Highway 82,Aspen,CO,81611,39.207588,-106.860759
46941,ELEC,HCE BUTTERMILK 4,38700 Highway 82,Aspen,CO,81611,39.207574,-106.860778
46943,ELEC,AHBD ADVENTIST 1,1609 28th St,Bakersfield,CA,93301,35.384675,-119.020671
46944,ELEC,AHBD ADVENTIST 2,1609 28th St,Bakersfield,CA,93301,35.384682,-119.020609
46945,ELEC,AHBD ADVENTIST 5,1609 28th St,Bakersfield,CA,93301,35.384671,-119.020825
46946,ELEC,AHBD ADVENTIST 4,1609 28th St,Bakersfield,CA,93301,35.384676,-119.020762
46947,ELEC,AHBD ADVENTIST 7,1609 28th St,Bakersfield,CA,93301,35.384674,-119.02038
46948,ELEC,AHBD ADVENTIST 3,1609 28th St,Bakersfield,CA,93301,35.384678,-119.020541
46949,ELEC,AHBD ADVENTIST 6,1609 28th St,Bakersfield,CA,93301,35.38467,-119.020573
46950,ELEC,LA PLAZA CVS UPSTAIRS3,555 N Broadway,Los Angeles,CA,90012,34.058197,-118.241256
46951,ELEC,LA PLAZA CVS PK STATION1,555 N Broadway,Los Angeles,CA,90012,34.058224,-118.241085
46952,ELEC,LA PLAZA CVS PK STATION3,555 N Broadway,Los Angeles,CA,90012,34.058215,-118.241203
46953,ELEC,LA PLAZA CVS PK STATION2,555 N Broadway,Los Angeles,CA,90012,34.058197,-118.241128
46954,ELEC,LA PLAZA CVS PK STATION4,555 N Broadway,Los Angeles,CA,90012,34.058224,-118.241095
46955,ELEC,LA PLAZA CVS UPSTAIRS4,555 N Broadway,Los Angeles,CA,90012,34.058162,-118.241181
46956,ELEC,LA PLAZA CVS UPSTAIRS2,555 N Broadway,Los Angeles,CA,90012,34.058215,-118.241289
46957,ELEC,CASA MIRA 2 EV CHARGER #10,9800 Mira Lee Way,San Diego,CA,92126,32.922661,-117.117704
46958,ELEC,CASA MIRA 2 EV CHARGER #11,9800 Mira Lee Way,San Diego,CA,92126,32.922808,-117.117686
46959,ELEC,CASA MIRA 2 EV CHARGER #8,9800 Mira Lee Way,San Diego,CA,92126,32.92265,-117.117483
46960,ELEC,CASA MIRA 2 EV CHARGER #7,9800 Mira Lee Way,San Diego,CA,92126,32.922775,-117.117666
46963,ELEC,STATE OF UTAH RICHFIELD NO 1,210 W 800 S,Richfield,UT,84701,38.75727,-112.088036
46964,ELEC,MUROCJUSD STATION 2,17100 Foothill Ave,North Edwards,CA,93523,35.015462,-117.826602
46965,ELEC,NORTHSTAR MGMT SHOREHAM 1,5075 Shoreham Pl,San Diego,CA,92122,32.853085,-117.18451
46967,ELEC,WVC GARAGE LEVEL ONE A,2846 Lehman Ave,West Valley City,UT,84119,40.694648,-111.960842
46968,ELEC,WVC GARAGE LEVEL FOUR A,3534 W Valley Central Station bus Loop,West Valley City,UT,84119,40.695421,-111.960596
46969,ELEC,WVC GARAGE LEVEL TWO A,3534 W Valley Central Station bus Loop,West Valley City,UT,84119,40.695446,-111.960563
46970,ELEC,WVC GARAGE LEVEL FIVE A,3534 W Valley Central Station bus Loop,West Valley City,UT,84119,40.695421,-111.960542
46971,ELEC,DC CORRIDOR FAIRFIELD L2,2061 Cadenasso Dr,Fairfield,CA,94533,38.247516,-122.068045
46972,ELEC,INSIGNIA 953 146 147N,583 Battery St,Seattle,WA,98164,47.606191,-122.3321
46973,ELEC,INSIGNIA 953 228 229N,583 Battery St,Seattle,WA,98164,47.606129,-122.332106
46974,ELEC,INSIGNIA 953 192 193N,583 Battery St,Seattle,WA,98164,47.606171,-122.332083
46975,ELEC,INSIGNIA 953 152 153N,583 Battery St,Seattle,WA,98164,47.606211,-122.332055
46976,ELEC,INSIGNIA 953 226 227N,583 Battery St,Seattle,WA,98164,47.606119,-122.332135
46977,ELEC,INSIGNIA 953 186 187N,583 Battery St,Seattle,WA,98164,47.60614,-122.332163
46978,ELEC,INSIGNIA 953 232 233N,583 Battery St,Seattle,WA,98164,47.606148,-122.332065
46979,ELEC,INSIGNIA 953 234N,583 Battery St,Seattle,WA,98164,47.606155,-122.332037
46980,ELEC,INSIGNIA 953 185N,583 Battery St,Seattle,WA,98164,47.606126,-122.332195
46981,ELEC,INSIGNIA 953 194N,583 Battery St,Seattle,WA,98164,47.606182,-122.33206
46982,ELEC,INSIGNIA 953 225N,583 Battery St,Seattle,WA,98164,47.606111,-122.332163
46983,ELEC,INSIGNIA 953 143N,583 Battery St,Seattle,WA,98104,47.606162,-122.332173
46984,ELEC,INSIGNIA 953 188 189N,583 Battery St,Seattle,WA,98104,47.606153,-122.332134
46985,ELEC,"BEAUMONT, CA CENTER STATION",600 E 6th St,Beaumont,CA,92223,33.929929,-116.974285
46986,ELEC,"BEAUMONT, CA SOUTH STATION",600 E 6th St,Beaumont,CA,92223,33.929869,-116.974286
46987,ELEC,MENDO COLLEGE EAST EV2,1000 Hensley Creek Rd,Ukiah,CA,95482,39.188651,-123.227109
46988,ELEC,MENDO COLLEGE EAST EV4,1000 Hensley Creek Rd,Ukiah,CA,95482,39.188732,-123.227097
46989,ELEC,MENDO COLLEGE EAST EV1,1000 Hensley Creek Rd,Ukiah,CA,95482,39.188614,-123.227109
46990,ELEC,MENDO COLLEGE M&O EV1,1000 Hensley Creek Rd,Ukiah,CA,95482,39.188435,-123.227162
46991,ELEC,MENDO COLLEGE WEST EV1,1000 Hensley Creek Rd,Ukiah,CA,95482,39.188356,-123.226674
46992,ELEC,LA PLAZA PUBLIC STATION4,555 N Spring St,Los Angeles,CA,90012,34.057674,-118.241139
46993,ELEC,LA PLAZA PUBLIC STATION3,555 N Spring St,Los Angeles,CA,90012,34.057614,-118.241021
46994,ELEC,LA PLAZA PUBLIC STATION1,555 N Spring St,Los Angeles,CA,90012,34.057709,-118.241
46995,ELEC,SVVSD STATION 2,820 Main St,Longmont,CO,80501,40.173573,-105.1016
47001,ELEC,THE VINEYARDS VAPR NORTH 4,20065 W. Rinaldi St,Los Angeles,CA,91326,34.275629,-118.571759
47002,ELEC,THE VINEYARDS VAPR NORTH 3,20065 W. Rinaldi St,Los Angeles,CA,91326,34.275815,-118.571431
47003,ELEC,THE VINEYARDS VAPR NORTH 6,20065 W. Rinaldi St,Los Angeles,CA,91326,34.275517,-118.57211
47004,ELEC,LONG BEACH AQUARIUM 9,99 Aquarium Way,Long Beach,CA,90802,33.763414,-118.19651
47005,ELEC,LONG BEACH AQUARIUM 8,99 Aquarium Way,Long Beach,CA,90802,33.763479,-118.196212
47006,ELEC,LONG BEACH AQUARIUM 7,99 Aquarium Way,Long Beach,CA,90802,33.763438,-118.196252
47007,ELEC,LONG BEACH AQUARIUM 6,99 Aquarium Way,Long Beach,CA,90802,33.763562,-118.196151
47008,ELEC,LONG BEACH AQUARIUM 5,99 Aquarium Way,Long Beach,CA,90802,33.763544,-118.196167
47009,ELEC,LONG BEACH AQUARIUM 4,99 Aquarium Way,Long Beach,CA,90802,33.763472,-118.196229
47010,ELEC,LONG BEACH AQUARIUM 3,99 Aquarium Way,Long Beach,CA,90802,33.763598,-118.196144
47011,ELEC,LONG BEACH AQUARIUM 1,99 Aquarium Way,Long Beach,CA,90802,33.76352,-118.196179
47012,ELEC,LONG BEACH AQUARIUM 2,99 Aquarium Way,Long Beach,CA,90802,33.763736,-118.196058
47013,ELEC,HILLTOP STATION 1,3170 Hilltop Mall Rd,Richmond,CA,94806,37.981018,-122.323875
47014,ELEC,CTS CHARGEPOINT STATION 4,600 Hansen Way,Palo Alto,CA,94304,37.420277,-122.13924
47017,ELEC,LMC LMC LOT A STN01,Lakeview Cir,Pittsburg,CA,94565,38.007124,-121.861705
47018,ELEC,LMC LMC LOT A STN07,Lakeview Cir,Pittsburg,CA,94565,38.007374,-121.861858
47019,ELEC,LMC LMC LOT A STN05,Lakeview Cir,Pittsburg,CA,94565,38.007271,-121.861803
47020,ELEC,LMC LMC LOT A STN04,Lakeview Cir,Pittsburg,CA,94565,38.007223,-121.861775
47021,ELEC,LMC LMC LOT A STN03,Lakeview Cir,Pittsburg,CA,94565,38.007181,-121.861747
47022,ELEC,LMC LMC LOT A STN09,Lakeview Cir,Pittsburg,CA,94565,38.007439,-121.861904
47023,ELEC,LMC LMC LOT A STN02,Lakeview Cir,Pittsburg,CA,94565,38.00715,-121.861728
47024,ELEC,LMC LMC LOT A STN08,East Leland Rd &amp; Lakeview Cir,Pittsburg,CA,94565,38.00742,-121.861867
47025,ELEC,CITY OF NOVATO 1549 HILL RD.2,1541 Hill Rd,Novato,CA,94947,38.095947,-122.57483
47026,ELEC,CITY OF NOVATO 1549 HILL RD,1549 Hill Rd,Novato,CA,94947,38.09622,-122.5757
47027,ELEC,SANTA CLARA STATION #4,750 Reed St,Santa Clara,CA,95050,37.358803,-121.9459
47028,ELEC,SANTA CLARA STATION #7,750 Reed St,Santa Clara,CA,95050,37.358999,-121.946059
47029,ELEC,SANTA CLARA STATION #5,750 Reed St,Santa Clara,CA,95050,37.358886,-121.945993
47030,ELEC,SANTA CLARA STATION #2,788 Reed St,Santa Clara,CA,95050,37.35886,-121.946698
47031,ELEC,GRAYS PEAK GRAYS PEAK1,4616 S Shields St,Fort Collins,CO,80526,40.522079,-105.095244
47038,ELEC,SANTA MONICA  LOT 5S 3,2701 Barnard Way,Santa Monica,CA,90405,33.998222,-118.483546
47039,ELEC,SANTA MONICA  LOT 5S 9,2701 Barnard Way,Santa Monica,CA,90405,33.998475,-118.483787
47040,ELEC,SANTA MONICA  LOT 5S 8,2701 Barnard Way,Santa Monica,CA,90405,33.998432,-118.48375
47041,ELEC,SANTA MONICA  LOT 5S 5,2701 Barnard Way,Santa Monica,CA,90405,33.998305,-118.483628
47042,ELEC,SANTA MONICA  LOT 5S 11,2701 Barnard Way,Santa Monica,CA,90405,33.998562,-118.483855
47043,ELEC,SANTA MONICA  LOT 5S 2,2701 Barnard Way,Santa Monica,CA,90405,33.997922,-118.483634
47044,ELEC,SANTA MONICA  LOT 5S 1,2701 Barnard Way,Santa Monica,CA,90405,33.997935,-118.483599
47045,ELEC,SANTA MONICA  LOT 5S 6,2701 Barnard Way,Santa Monica,CA,90405,33.998356,-118.483676
47046,ELEC,SANTA MONICA  LOT 5S 4,2701 Barnard Way,Santa Monica,CA,90405,33.998253,-118.483573
47047,ELEC,SANTA MONICA  LOT 5S 10,2701 Barnard Way,Santa Monica,CA,90405,33.998518,-118.483828
47048,ELEC,SANTA MONICA  LOT 5S 13,2701 Barnard Way,Santa Monica,CA,90405,33.998703,-118.484
47063,ELEC,CLARENDON SPACE G2,22131 Clarendon St,Los Angeles,CA,91367,34.170117,-118.607983
47071,ELEC,DIXIETECH NORTH PARKING A,456 Knowledge Way,St. George,UT,84770,37.09954,-113.59291
47072,ELEC,DAC EV 2 STATION 2,21501 Hawthorne Blvd,Torrance,CA,90503,33.833174,-118.35448
47075,ELEC,STATE OF UTAH WELCOME EAST 1,216 S Main St,Monticello,UT,84535,37.86942,-109.34322
47077,ELEC,UC UCIMC TRIANGLE LOT 03,3505 Chapman Ave,Orange,CA,92868,33.789358,-117.889738
47078,ELEC,UC UCIMC TRIANGLE LOT 02,3505 Chapman Ave,Orange,CA,92868,33.789368,-117.889681
47079,ELEC,UC UCIMC TRIANGLE LOT 01,3505 Chapman Ave,Orange,CA,92868,33.789378,-117.889627
47080,ELEC,IRVINE  CO  OFC ST 17100 02,17100 Laguna Canyon Rd,Irvine,CA,92603,33.650383,-117.765565
47081,ELEC,IRVINE  CO  OFC ST 17100 07,17100 Laguna Canyon Rd,Irvine,CA,92603,33.651334,-117.764894
47082,ELEC,IRVINE  CO  OFC ST 17100 03,17100 Laguna Canyon Rd,Irvine,CA,92603,33.651251,-117.764896
47083,ELEC,IRVINE  CO  OFC ST 17200 13,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.65075,-117.763829
47084,ELEC,IRVINE  CO  OFC ST 17100 04,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.651275,-117.764895
47085,ELEC,IRVINE  CO  OFC ST 17240 17,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.649452,-117.763907
47086,ELEC,IRVINE  CO  OFC ST 17100 06,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.651315,-117.764895
47087,ELEC,IRVINE  CO  OFC ST 17240 20,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.649452,-117.763805
47088,ELEC,IRVINE  CO  OFC ST 17240 18,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.649452,-117.763869
47089,ELEC,IRVINE  CO  OFC ST 17100 08,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.651352,-117.764896
47090,ELEC,IRVINE  CO  OFC ST 17100 05,17100-17900 Laguna Canyon Rd,Irvine,CA,92603,33.651296,-117.764892
47091,ELEC,IRVINE  CO  OFC ST 17200 11,17200 Laguna Canyon Rd,Irvine,CA,92603,33.650789,-117.763864
47092,ELEC,IRVINE  CO  OFC ST 17200 14,17200 Laguna Canyon Rd,Irvine,CA,92603,33.65073,-117.763809
47093,ELEC,IRVINE  CO  OFC ST 17200 16,17200 Laguna Canyon Rd,Irvine,CA,92603,33.650688,-117.763771
47094,ELEC,IRVINE  CO  OFC ST 17200 12,17200 Laguna Canyon Rd,Irvine,CA,92603,33.650769,-117.763846
47095,ELEC,IRVINE  CO  OFC ST 17200 15,17200 Laguna Canyon Rd,Irvine,CA,92603,33.650707,-117.763789
47096,ELEC,IRVINE  CO  OFC ST 17200 10,17200 Laguna Canyon Rd,Irvine,CA,92603,33.65039,-117.76405
47097,ELEC,IRVINE  CO  OFC ST 17240 22,17240 Laguna Canyon Rd,Irvine,CA,92603,33.649451,-117.763735
47098,ELEC,IRVINE  CO  OFC ST 17240 21,17240 Laguna Canyon Rd,Irvine,CA,92603,33.649452,-117.763768
47109,ELEC,MURRIETA COMMON HOLIDAY INN 2,24761 Hospitality Pl,Murrieta,CA,92562,33.562647,-117.201843
47110,ELEC,MURRIETA COMMON BLDG-E F,24761 Hospitality Pl,Murrieta,CA,92562,33.562694,-117.201253
47111,ELEC,MURRIETA COMMON BLDG-E,24761 Hospitality Pl,Murrieta,CA,92562,33.562677,-117.201593
47112,ELEC,MURRIETA COMMON HOLIDAY INN 3,24761 Hospitality Pl,Murrieta,CA,92562,33.562728,-117.20127
47113,ELEC,MURRIETA COMMON BLDG- F,24761 Hospitality Pl,Murrieta,CA,92562,33.562727,-117.20117
47121,ELEC,AZURE AZURE ST2,550 Marina Gateway Dr,Sparks,NV,89434,39.539272,-119.7206
47125,ELEC,PVCCHARGING STAITON 2,1 College Dr,Blythe,CA,92225,33.661702,-114.65239
47126,ELEC,PVCCHARGING STATION 1,1 College Dr,Blythe,CA,92225,33.661811,-114.652348
47127,ELEC,PVCCHARGING STATION 3,1 College Dr,Blythe,CA,92225,33.661791,-114.652551
47128,ELEC,META MPK10-06,1 hacker Way Building 10,Menlo Park,CA,94025,37.483394,-122.149153
47129,ELEC,META MPK10-04,1 Hacker Way Building 10,Menlo Park,CA,94025,37.483309,-122.149233
47130,ELEC,META MPK10-02,1 Hacker Way Building 10,Menlo Park,CA,94025,37.483267,-122.150352
47131,ELEC,META MPK10-05,1 Hacker Way Building 10,Menlo Park,CA,94025,37.483356,-122.14919
